type,title_clean,cast_clean,listed_in_clean,description_clean,genres,release_year,duration,country,rating,country_encoded,rating_encoded
1,night,pauline etienne laurent capelluto stefano cassetti mehmet kurtuluş babetida sadjo jan bijvoet ksawery szlenkier vincent londez regina bikkinina alba gaïa kraghede bellugi nabil mallat,international tv show tv drama tv mystery,passenger crew aboard hijacked overnight flight scramble outrace sun mysterious cosmic event wreaks havoc world,"['international', 'tv', 'show', 'tv', 'drama', 'tv', 'mystery']",2021,2 Seasons,Belgium,TV-MA,38,11
0,jje,elsa öhrn mustapha aarab jonay pineda skallak magnus krepper loreen albin grenholm simon mezher elsa bergström terent josef kadim yohannes frezgi,drama international movie romantic movie,elisabeth johnjohn live city inhabit different world passionate first love break class cultural barrier,"['drama', 'international', 'movie', 'romantic', 'movie']",2021,91 min,Unknown,TV-MA,736,11
0,show dog,arnett ludacris natasha lyonne stanley tucci jordin spark gabriel iglesias shaquille oneal omar chaparro alan cumming andy beckwith delia sheppard kerry shale,child family movie comedy,rough tough police dog must go undercover fbi agent prim proper pet dog show save baby panda illegal sale,"['child', 'family', 'movie', 'comedy']",2018,90 min,"United Kingdom, United States",PG,589,6
1,circle,michelle buteau,reality tv,status strategy collide social experiment competition show online player flirt befriend catfish way toward 100000,"['reality', 'tv']",2021,3 Seasons,"United States, United Kingdom",TV-MA,718,11
0,leave tomorrow film lynyrd skynyrd,ronnie van zandt gary rossington allen collins leon wilkeson bob burn billy powell ed king artimus pyle steve gaines johnny van zant,documentary music musical,using interview archival footage documentary chart story legendary southern rocker focus front man ronnie van zant,"['documentary', 'music', 'musical']",2018,97 min,United States,TV-MA,603,11
1,kid cosmic,jack fisher tom kenny amanda c miller kim yarbrough keith ferguson grey griffin lily rose silver,kid tv tv comedy tv scifi fantasy,boy superhero dream come true find five powerful cosmic stone saving day harder imagined — cant alone,"['kid', 'tv', 'tv', 'comedy', 'tv', 'scifi', 'fantasy']",2021,2 Seasons,United States,TV-Y7,603,14
1,octonauts beyond,antonio aakeel chipo chung simon foster teresa gallagher simon greenall kate harbour paul panting rob rackstraw william vanderpuye helen walsh keith wickham andres williams jo wyatt,british tv show kid tv,octonauts expand exploration beyond sea — onto land new ride new friend theyll protect habitat animal risk,"['british', 'tv', 'show', 'kid', 'tv']",2021,1 Season,United Kingdom,TV-Y,506,13
1,verge,julie delpy elisabeth shue sarah jones alexia landeau mathieu demy troy garity timm sharp giovanni ribisi,tv comedy tv drama,four woman — chef single mom heiress job seeker — dig love work generous side midlife crisis prepandemic la,"['tv', 'comedy', 'tv', 'drama']",2021,1 Season,"France, United States",TV-MA,206,11
1,tobot galaxy detective,austin abell travis turner cole howard anna cummer jesse inocalla brian dobson michael adamthwaite joseph girgis caitlyn bairstow,kid tv,intergalactic device transforms toy car robot tobots working friend solve mystery protect world evil,"['kid', 'tv']",2019,2 Seasons,Unknown,TV-Y7,736,14
0,untold breaking point,unknown,documentary sport movie,pressure continue winning tradition american tennis mardy fish faced mental health challenge changed life court,"['documentary', 'sport', 'movie']",2021,80 min,United States,TV-MA,603,11
1,countdown inspiration4 mission space,unknown,docuseries science nature tv,training launch landing allaccess docuseries ride along inspiration4 crew first allcivilian orbital space mission,"['docuseries', 'science', 'nature', 'tv']",2021,1 Season,Unknown,TV-14,736,9
0,shadow party,jide kosoko omotola jaladeekeinde yemi blaq sola sobowale ken erics toyin aimakhu segun arinze jibola dabo rotimi salami pa jimi solanke rachael okonkwo bassey okon lucien morgan magdalena korpas,drama international movie thriller,family face destruction longrunning conflict community pit relative amid attack reprisal,"['drama', 'international', 'movie', 'thriller']",2020,117 min,Unknown,TV-MA,736,11
1,tayo little bus,robyn slade kami desilets,kid tv korean tv show,learn route around busy city tayo little bus friend discover new sight go exciting adventure every day,"['kid', 'tv', 'korean', 'tv', 'show']",2016,2 Seasons,South Korea,TV-Y,435,13
0,angamaly diary,antony varghese reshma rajan binny rinky benjamin vineeth vishwam kichu tellus sreekanth dasan sarath kumar tito wilson anandhu bitto davis sinoj varghese,action adventure comedy drama,growing amidst gang war hometown vincent form entrepreneurial squad end wrong side law,"['action', 'adventure', 'comedy', 'drama']",2017,128 min,India,TV-14,251,9
1,bunkd,peyton list karan brar skai jackson miranda may kevin g quinn nathan arena nina lu,kid tv tv comedy,ross sibling disney hit series jessie spend summer full fun adventure maine camp kikiwaka parent first met,"['kid', 'tv', 'tv', 'comedy']",2021,5 Seasons,United States,TV-G,603,10
0,champion heart,mandy grace david de vos donna rusch devan key isabella mancuso ariana guido,child family movie drama,grieving teen must work debt ranch care wounded horse teach healing expected,"['child', 'family', 'movie', 'drama']",2018,90 min,United States,G,603,3
1,dive club,aubri ibrag sanaa shaik miah madden mercy cornwall georgiamay davis ryan harrison josh heuston alexander grant,kid tv tv drama teen tv show,shore cape mercy skillful group teen diver investigate series secret sign one mysteriously go missing,"['kid', 'tv', 'tv', 'drama', 'teen', 'tv', 'show']",2021,1 Season,Australia,TV-G,15,10
1,la casa de papel,úrsula corberó itziar ituño álvaro morte paco tous enrique arce pedro alonso maría pedraza alba flores miguel herrán jaime lorente esther acebo darko peric kiti mánver,crime tv show international tv show spanishlanguage tv show,eight thief take hostage lock royal mint spain criminal mastermind manipulates police carry plan,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'spanishlanguage', 'tv', 'show']",2021,5 Seasons,Spain,TV-MA,444,11
1,money heist tokyo berlin,unknown,docuseries international tv show spanishlanguage tv show,filmmaker actor behind money heist character like tokyo professor talk emotional artistic process filming series,"['docuseries', 'international', 'tv', 'show', 'spanishlanguage', 'tv', 'show']",2021,1 Season,Unknown,TV-MA,736,11
1,sharkdog,liam mitchell dee bradley baker grey griffin josh mcdermitt kari wahlgren judy alice lee ali mawji,kid tv,half shark half dog big heart belly full fish stick together sharkdog human pal max take silly messy adventure,"['kid', 'tv']",2021,1 Season,"United States, Singapore",TV-Y,705,13
0,worth,michael keaton stanley tucci amy ryan shunori ramanathan ato blanksonwood tate donovan laura benanti chris tardio,drama,wake sept 11 attack lawyer face emotional reckoning attempt put dollar value life lost based real event,['drama'],2021,119 min,Unknown,PG-13,736,7
0,afterlife party,victoria justice midori francis robyn scott adam garcia timothy renouf gloria garcia myfanwy waring spencer sutherland,comedy romantic movie,cassie life party dy freak accident social butterfly need right wrong earth want earn wing,"['comedy', 'romantic', 'movie']",2021,110 min,Unknown,TV-PG,736,12
0,anjaam,madhuri dixit shah rukh khan tinnu anand johny lever kalpana iyer himani shivpuri sudha chandran beena kiran kumar,drama international movie thriller,wealthy industrialist ’ dangerous obsession flight attendant destroys world take matter hand exact revenge,"['drama', 'international', 'movie', 'thriller']",1994,143 min,India,TV-14,251,9
0,bright star,abbie cornish ben whishaw paul schneider kerry fox edie martin thomas brodiesangster claudie blakley gerard monaco antonia campbellhughes samuel roukin,drama romantic movie,drama detail passionate threeyear romance romantic poet john keats – died tragically age 25 – great love muse,"['drama', 'romantic', 'movie']",2009,119 min,"United Kingdom, Australia, France",PG,510,6
0,dhanak,krrish chhabria hetal gada vipin sharma gulfam khan suresh menon vijay maurya rajiv lakshman ninad kamat,comedy drama independent movie,movieloving 10yearold blind little brother trek meet indian superstar shah rukh khan help getting boy eye operation,"['comedy', 'drama', 'independent', 'movie']",2015,114 min,India,TV-PG,251,12
0,final account,unknown,documentary,documentary stitch together neverbeforeseen interview last living generation people participated hitler third reich,['documentary'],2021,94 min,"United Kingdom, United States",PG-13,589,7
0,gurgaon,akshay oberoi pankaj tripathi ragini khanna aamir bashir shalini vatsa ashish verma,drama international movie thriller,daughter wealthy family return college get frosty welcome brother problem – plan –,"['drama', 'international', 'movie', 'thriller']",2017,106 min,India,TV-14,251,9
0,,janine gutierrez jc santos victor anastacio yesh burce lotlot de leon,drama international movie romantic movie,meeting heated exchange social medium two people different background begin online romance midst pandemic,"['drama', 'international', 'movie', 'romantic', 'movie']",2020,99 min,Unknown,TV-MA,736,11
1,hero goo jit zu,jon allen kellen goff joe hernandez kaiji tang,kid tv tv comedy,meteor crash group zoo animal transforms squishy gooey stretchy superheroes special power soon take evildoer,"['kid', 'tv', 'tv', 'comedy']",2021,1 Season,Australia,TV-Y7,15,14
1,hotel del luna,lee jieun yeo jingoo shin junggeun seo yisook bae haesun pyo jihoon cho hyunchul kang hongsuk lee dohyun lee taeseon kang mina park youna oh jiho,international tv show romantic tv show tv comedy,he invited manage hotel dead soul elite hotelier get know establishment ancient owner strange world,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'tv', 'comedy']",2019,1 Season,Unknown,TV-14,736,9
0,cut,meg ryan mark ruffalo jennifer jason leigh nick damici sharrieff pugh kevin bacon yaani king mondschein heather litteer,thriller,embarking affair cop probing murder young woman insular schoolteacher suspect lover involved crime,['thriller'],2003,118 min,"United Kingdom, Australia, France, United States",R,511,8
1,luv kushh,unknown,kid tv,based last book epic ramayana series follows endeavor adventure lord rama ’ twin son childhood,"['kid', 'tv']",2012,1 Season,Unknown,TV-Y7,736,14
1,pororo little penguin,unknown,kid tv korean tv show,tiny island pororo penguin fun adventure friend eddy fox loopy beaver poby polar bear crong dinosaur,"['kid', 'tv', 'korean', 'tv', 'show']",2013,3 Seasons,South Korea,TV-Y7,435,14
1,qforce,sean hayes wanda sykes laurie metcalf david harbour gary cole patti harrison matt rogers,crime tv show tv action adventure tv comedy,gay superspy scrappy lgbtq squad fight prove agency underestimated today west hollywood… tomorrow world,"['crime', 'tv', 'show', 'tv', 'action', 'adventure', 'tv', 'comedy']",2021,1 Season,United States,TV-MA,603,11
0,shikara,aadil khan sadia khateeb zain khan durrani priyanshu chatterjee bhavna chauhan ashwin dhar farid azad khan saghar sehrai,drama international movie romantic movie,couple must strive remain resilient regional hostility drive beloved home refugee camp,"['drama', 'international', 'movie', 'romantic', 'movie']",2020,115 min,India,TV-14,251,9
0,cinderella story,hilary duff chad michael murray jennifer coolidge dan byrd regina king julie gonzalo lin shaye madeline zima andrea avery mary pat gleason paul rodriguez whip hubley kevin kilner erica hubbard simon helberg,child family movie comedy,teen sam meet boy dream dance returning toil stepmother diner lost cell phone bring together,"['child', 'family', 'movie', 'comedy']",2004,95 min,"United States, Canada",PG,621,6
0,agatha christie crooked house,glenn close terence stamp max iron gillian anderson christina hendricks stefanie martini julian sand honor kneafsey christian mckay amanda abbington,drama international movie thriller,detective investigates death exlovers grandfather uncovers secret tycoon manipulative family,"['drama', 'international', 'movie', 'thriller']",2017,115 min,Unknown,PG-13,736,7
